"orthology_group","gene_stable_id","protein_stable_id","species","orthology_designation"
"000000341","AT1G72730","AT1G72730.1","arabidopsis_thaliana","all life"
"000000341","AT2G01440","AT2G01440.1","arabidopsis_thaliana","all life"
"000000341","AT2G07750","AT2G07750.1","arabidopsis_thaliana","all life"
"000000341","AT2G28600","AT2G28600.1","arabidopsis_thaliana","all life"
"000000341","AT2G40700","AT2G40700.1","arabidopsis_thaliana","all life"
"000000341","AT2G42520","AT2G42520.2","arabidopsis_thaliana","all life"
"000000341","AT2G45810","AT2G45810.1","arabidopsis_thaliana","all life"
"000000341","AT3G01540","AT3G01540.2","arabidopsis_thaliana","all life"
"000000341","AT3G02065","AT3G02065.2","arabidopsis_thaliana","all life"
"000000341","AT3G06480","AT3G06480.1","arabidopsis_thaliana","all life"
"000000341","AT3G06980","AT3G06980.1","arabidopsis_thaliana","all life"
"000000341","AT3G09620","AT3G09620.2","arabidopsis_thaliana","all life"
"000000341","AT3G13920","AT3G13920.5","arabidopsis_thaliana","all life"
"000000341","AT3G22310","AT3G22310.1","arabidopsis_thaliana","all life"
"000000341","AT3G22330","AT3G22330.1","arabidopsis_thaliana","all life"
"000000341","AT3G53110","AT3G53110.1","arabidopsis_thaliana","all life"
"000000341","AT3G58510","AT3G58510.2","arabidopsis_thaliana","all life"
"000000341","AT3G58570","AT3G58570.1","arabidopsis_thaliana","all life"
"000000341","AT3G61240","AT3G61240.1","arabidopsis_thaliana","all life"
"000000341","AT4G00660","AT4G00660.1","arabidopsis_thaliana","all life"
"000000341","AT4G09730","AT4G09730.1","arabidopsis_thaliana","all life"
"000000341","AT5G08610","AT5G08610.1","arabidopsis_thaliana","all life"
"000000341","AT5G08620","AT5G08620.1","arabidopsis_thaliana","all life"
"000000341","AT5G14610","AT5G14610.1","arabidopsis_thaliana","all life"
"000000341","AT5G19210","AT5G19210.2","arabidopsis_thaliana","all life"
"000000341","AT5G26742","AT5G26742.2","arabidopsis_thaliana","all life"
"000000341","AT5G62190","AT5G62190.1","arabidopsis_thaliana","all life"
"000000341","AT5G63120","AT5G63120.2","arabidopsis_thaliana","all life"
"000000341","AT5G63630","AT5G63630.2","arabidopsis_thaliana","all life"
"000000341","AT5G65900","AT5G65900.1","arabidopsis_thaliana","all life"
"000000341","ENSDARG00000003032","ENSDARP00000018923","danio_rerio","all life"
"000000341","ENSDARG00000005699","ENSDARP00000003250","danio_rerio","all life"
"000000341","ENSDARG00000005774","ENSDARP00000092924","danio_rerio","all life"
"000000341","ENSDARG00000006225","ENSDARP00000008513","danio_rerio","all life"
"000000341","ENSDARG00000009864","ENSDARP00000020323","danio_rerio","all life"
"000000341","ENSDARG00000010873","ENSDARP00000106130","danio_rerio","all life"
"000000341","ENSDARG00000012899","ENSDARP00000015246","danio_rerio","all life"
"000000341","ENSDARG00000014373","ENSDARP00000111634","danio_rerio","all life"
"000000341","ENSDARG00000015111","ENSDARP00000010925","danio_rerio","all life"
"000000341","ENSDARG00000016477","ENSDARP00000104653","danio_rerio","all life"
"000000341","ENSDARG00000018425","ENSDARP00000129311","danio_rerio","all life"
"000000341","ENSDARG00000020573","ENSDARP00000002260","danio_rerio","all life"
"000000341","ENSDARG00000020913","ENSDARP00000035846","danio_rerio","all life"
"000000341","ENSDARG00000021945","ENSDARP00000007528","danio_rerio","all life"
"000000341","ENSDARG00000022177","ENSDARP00000096377","danio_rerio","all life"
"000000341","ENSDARG00000022614","ENSDARP00000092253","danio_rerio","all life"
"000000341","ENSDARG00000025854","ENSDARP00000029445","danio_rerio","all life"
"000000341","ENSDARG00000030789","ENSDARP00000048752","danio_rerio","all life"
"000000341","ENSDARG00000032117","ENSDARP00000008636","danio_rerio","all life"
"000000341","ENSDARG00000035507","ENSDARP00000119101","danio_rerio","all life"
"000000341","ENSDARG00000036069","ENSDARP00000052354","danio_rerio","all life"
"000000341","ENSDARG00000038068","ENSDARP00000055491","danio_rerio","all life"
"000000341","ENSDARG00000044325","ENSDARP00000122395","danio_rerio","all life"
"000000341","ENSDARG00000060411","ENSDARP00000079522","danio_rerio","all life"
"000000341","ENSDARG00000061204","ENSDARP00000143528","danio_rerio","all life"
"000000341","ENSDARG00000061338","ENSDARP00000149027","danio_rerio","all life"
"000000341","ENSDARG00000061865","ENSDARP00000124412","danio_rerio","all life"
"000000341","ENSDARG00000063626","ENSDARP00000087581","danio_rerio","all life"
"000000341","ENSDARG00000075217","ENSDARP00000156644","danio_rerio","all life"
"000000341","ENSDARG00000091831","ENSDARP00000105288","danio_rerio","all life"
"000000341","ENSDARG00000092115","ENSDARP00000058912","danio_rerio","all life"
"000000341","ENSDARG00000099458","ENSDARP00000135125","danio_rerio","all life"
"000000341","ENSDARG00000099739","ENSDARP00000138168","danio_rerio","all life"
"000000341","ENSDARG00000100505","ENSDARP00000133983","danio_rerio","all life"
"000000341","ENSDARG00000102353","ENSDARP00000132528","danio_rerio","all life"
"000000341","ENSDARG00000102978","ENSDARP00000135974","danio_rerio","all life"
"000000341","ENSDARG00000104708","ENSDARP00000130877","danio_rerio","all life"
"000000341","ENSDARG00000105286","ENSDARP00000138094","danio_rerio","all life"
"000000341","ENSG00000067048","ENSP00000336725","homo_sapiens","all life"
"000000341","ENSG00000124228","ENSP00000483495","homo_sapiens","all life"
"000000341","ENSG00000184735","ENSP00000368667","homo_sapiens","all life"
"000000341","ENSMUSG00000000787","ENSMUSP00000000804","mus_musculus","all life"
"000000341","ENSMUSG00000001674","ENSMUSP00000001724","mus_musculus","all life"
"000000341","ENSMUSG00000003360","ENSMUSP00000003450","mus_musculus","all life"
"000000341","ENSMUSG00000004393","ENSMUSP00000004507","mus_musculus","all life"
"000000341","ENSMUSG00000005481","ENSMUSP00000132222","mus_musculus","all life"
"000000341","ENSMUSG00000015023","ENSMUSP00000047898","mus_musculus","all life"
"000000341","ENSMUSG00000017999","ENSMUSP00000018143","mus_musculus","all life"
"000000341","ENSMUSG00000019432","ENSMUSP00000133428","mus_musculus","all life"
"000000341","ENSMUSG00000020075","ENSMUSP00000042691","mus_musculus","all life"
"000000341","ENSMUSG00000020076","ENSMUSP00000020270","mus_musculus","all life"
"000000341","ENSMUSG00000020677","ENSMUSP00000048802","mus_musculus","all life"
"000000341","ENSMUSG00000020705","ENSMUSP00000021046","mus_musculus","all life"
"000000341","ENSMUSG00000020719","ENSMUSP00000021062","mus_musculus","all life"
"000000341","ENSMUSG00000021494","ENSMUSP00000021956","mus_musculus","all life"
"000000341","ENSMUSG00000021500","ENSMUSP00000133245","mus_musculus","all life"
"000000341","ENSMUSG00000021758","ENSMUSP00000096769","mus_musculus","all life"
"000000341","ENSMUSG00000022884","ENSMUSP00000023599","mus_musculus","all life"
"000000341","ENSMUSG00000025580","ENSMUSP00000026667","mus_musculus","all life"
"000000341","ENSMUSG00000026404","ENSMUSP00000027655","mus_musculus","all life"
"000000341","ENSMUSG00000026806","ENSMUSP00000109484","mus_musculus","all life"
"000000341","ENSMUSG00000027905","ENSMUSP00000088176","mus_musculus","all life"
"000000341","ENSMUSG00000029389","ENSMUSP00000070279","mus_musculus","all life"
"000000341","ENSMUSG00000029504","ENSMUSP00000031478","mus_musculus","all life"
"000000341","ENSMUSG00000029599","ENSMUSP00000031598","mus_musculus","all life"
"000000341","ENSMUSG00000030204","ENSMUSP00000032326","mus_musculus","all life"
"000000341","ENSMUSG00000032097","ENSMUSP00000128421","mus_musculus","all life"
"000000341","ENSMUSG00000032101","ENSMUSP00000034612","mus_musculus","all life"
"000000341","ENSMUSG00000033658","ENSMUSP00000066806","mus_musculus","all life"
"000000341","ENSMUSG00000037149","ENSMUSP00000065987","mus_musculus","all life"
"000000341","ENSMUSG00000039224","ENSMUSP00000035261","mus_musculus","all life"
"000000341","ENSMUSG00000041645","ENSMUSP00000105628","mus_musculus","all life"
"000000341","ENSMUSG00000045538","ENSMUSP00000058950","mus_musculus","all life"
"000000341","ENSMUSG00000053289","ENSMUSP00000065198","mus_musculus","all life"
"000000341","ENSMUSG00000055065","ENSMUSP00000055535","mus_musculus","all life"
"000000341","ENSMUSG00000057788","ENSMUSP00000008004","mus_musculus","all life"
"000000341","ENSMUSG00000059796","ENSMUSP00000127034","mus_musculus","all life"
"000000341","ENSMUSG00000069045","ENSMUSP00000088729","mus_musculus","all life"
"000000341","ENSMUSG00000094973","ENSMUSP00000144809","mus_musculus","all life"
"000000341","ENSMUSG00000107906","ENSMUSP00000145194","mus_musculus","all life"
"000000341","FBgn0001942","FBpp0297911","drosophila_melanogaster","all life"
"000000341","FBgn0003261","FBpp0078301","drosophila_melanogaster","all life"
"000000341","FBgn0004419","FBpp0079565","drosophila_melanogaster","all life"
"000000341","FBgn0004556","FBpp0075106","drosophila_melanogaster","all life"
"000000341","FBgn0010220","FBpp0087645","drosophila_melanogaster","all life"
"000000341","FBgn0011802","FBpp0306223","drosophila_melanogaster","all life"
"000000341","FBgn0014189","FBpp0078754","drosophila_melanogaster","all life"
"000000341","FBgn0015075","FBpp0078144","drosophila_melanogaster","all life"
"000000341","FBgn0015331","FBpp0078606","drosophila_melanogaster","all life"
"000000341","FBgn0021995","FBpp0311849","drosophila_melanogaster","all life"
"000000341","FBgn0024804","FBpp0304166","drosophila_melanogaster","all life"
"000000341","FBgn0029880","FBpp0300877","drosophila_melanogaster","all life"
"000000341","FBgn0029979","FBpp0071084","drosophila_melanogaster","all life"
"000000341","FBgn0030631","FBpp0073828","drosophila_melanogaster","all life"
"000000341","FBgn0032690","FBpp0080622","drosophila_melanogaster","all life"
"000000341","FBgn0032919","FBpp0080997","drosophila_melanogaster","all life"
"000000341","FBgn0034496","FBpp0085616","drosophila_melanogaster","all life"
"000000341","FBgn0035720","FBpp0076649","drosophila_melanogaster","all life"
"000000341","FBgn0036104","FBpp0076003","drosophila_melanogaster","all life"
"000000341","FBgn0036754","FBpp0074936","drosophila_melanogaster","all life"
"000000341","FBgn0037549","FBpp0112117","drosophila_melanogaster","all life"
"000000341","FBgn0037561","FBpp0081355","drosophila_melanogaster","all life"
"000000341","FBgn0037573","FBpp0081324","drosophila_melanogaster","all life"
"000000341","FBgn0052344","FBpp0072475","drosophila_melanogaster","all life"
"000000341","FBgn0086130","FBpp0077674","drosophila_melanogaster","all life"
"000000341","FBgn0263231","FBpp0306433","drosophila_melanogaster","all life"
"000000341","FBgn0266581","FBpp0312062","drosophila_melanogaster","all life"
"000000341","FBgn0283442","FBpp0401446","drosophila_melanogaster","all life"
"000000341","SPAC1006.07","SPAC1006.07.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPAC17G6.14c","SPAC17G6.14c.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPAC1F5.10","SPAC1F5.10.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPAC22F3.08c","SPAC22F3.08c.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPAC23A1.19c","SPAC23A1.19c.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPAC30D11.03","SPAC30D11.03.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPAC31A2.07c","SPAC31A2.07c.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPAC823.08c","SPAC823.08c.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPBC11C11.11c","SPBC11C11.11c.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPBC12C2.06","SPBC12C2.06.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPBC17D1.06","SPBC17D1.06.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPBC21H7.04","SPBC21H7.04.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPBC691.04","SPBC691.04.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPBC776.09","SPBC776.09.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPCC10H11.01","SPCC10H11.01.1:pep","schizosaccharomyces_pombe","all life"
"000000341","SPCC1795.11","SPCC1795.11.1:pep","schizosaccharomyces_pombe","all life"
"000000341","WBGene00000479","C07H6.5.1","caenorhabditis_elegans","all life"
"000000341","WBGene00001598","T21G5.3.1","caenorhabditis_elegans","all life"
"000000341","WBGene00001599","C55B7.1.1","caenorhabditis_elegans","all life"
"000000341","WBGene00001600","B0414.6.1","caenorhabditis_elegans","all life"
"000000341","WBGene00001840","C26D10.2a.1","caenorhabditis_elegans","all life"
"000000341","WBGene00002083","F57B9.6a.2","caenorhabditis_elegans","all life"
"000000341","WBGene00002244","Y71H2AM.19b.1","caenorhabditis_elegans","all life"
"000000341","WBGene00003507","C14C11.6.1","caenorhabditis_elegans","all life"
"000000341","WBGene00008119","C46F11.4.2","caenorhabditis_elegans","all life"
"000000341","WBGene00011032","R05D11.4.2","caenorhabditis_elegans","all life"
"000000341","WBGene00011580","T07D4.4a.1","caenorhabditis_elegans","all life"
"000000341","WBGene00012059","T26G10.1.1","caenorhabditis_elegans","all life"
"000000341","WBGene00013214","Y54G11A.3.1","caenorhabditis_elegans","all life"
"000000341","WBGene00013983","ZK512.2a.1","caenorhabditis_elegans","all life"
"000000341","WBGene00015232","B0511.6.1","caenorhabditis_elegans","all life"
"000000341","WBGene00016073","C24H12.4a.1","caenorhabditis_elegans","all life"
"000000341","WBGene00017162","F01F1.7.1","caenorhabditis_elegans","all life"
"000000341","WBGene00018007","F33D11.10.1","caenorhabditis_elegans","all life"
"000000341","WBGene00018776","F53H1.1a.1","caenorhabditis_elegans","all life"
"000000341","WBGene00018890","F55F8.2a.1","caenorhabditis_elegans","all life"
"000000341","WBGene00018997","F57B9.3.1","caenorhabditis_elegans","all life"
"000000341","WBGene00019219","H20J04.4b.2","caenorhabditis_elegans","all life"
"000000341","WBGene00019245","H27M09.1.1","caenorhabditis_elegans","all life"
"000000341","WBGene00020284","T06A10.1a.1","caenorhabditis_elegans","all life"
"000000341","WBGene00021277","Y23H5B.6a.1","caenorhabditis_elegans","all life"
"000000341","WBGene00021391","Y38A10A.6.1","caenorhabditis_elegans","all life"
"000000341","WBGene00021938","Y55F3BR.1.1","caenorhabditis_elegans","all life"
"000000341","WBGene00022029","Y65B4A.6a.1","caenorhabditis_elegans","all life"
"000000341","WBGene00022148","Y71G12B.8.1","caenorhabditis_elegans","all life"
"000000341","WBGene00022378","Y94H6A.5a.1","caenorhabditis_elegans","all life"
"000000341","WBGene00022792","ZK686.2.1","caenorhabditis_elegans","all life"
"000000341","YDL084W","YDL084W","saccharomyces_cerevisiae","all life"
"000000341","YDL160C","YDL160C","saccharomyces_cerevisiae","all life"
"000000341","YDR332W","YDR332W","saccharomyces_cerevisiae","all life"
"000000341","YGL064C","YGL064C","saccharomyces_cerevisiae","all life"
"000000341","YGL078C","YGL078C","saccharomyces_cerevisiae","all life"
"000000341","YKR024C","YKR024C","saccharomyces_cerevisiae","all life"
"000000341","YOR046C","YOR046C","saccharomyces_cerevisiae","all life"
"000000341","YOR204W","YOR204W","saccharomyces_cerevisiae","all life"
"000000341","YPL119C","YPL119C","saccharomyces_cerevisiae","all life"
"000000341","b0797","AAC73884","escherichia_coli","all life"
"000000343","AT1G03190","AT1G03190.2","arabidopsis_thaliana","all life"
"000000343","AT1G20720","AT1G20720.2","arabidopsis_thaliana","all life"
"000000343","AT1G20750","AT1G20750.1","arabidopsis_thaliana","all life"
"000000343","AT1G79890","AT1G79890.1","arabidopsis_thaliana","all life"
"000000343","AT1G79950","AT1G79950.1","arabidopsis_thaliana","all life"
"000000343","ENSDARG00000011072","ENSDARP00000025514","danio_rerio","all life"
"000000343","ENSDARG00000021985","ENSDARP00000114026","danio_rerio","all life"
"000000343","ENSDARG00000035074","ENSDARP00000105420","danio_rerio","all life"
"000000343","ENSDARG00000074410","ENSDARP00000102913","danio_rerio","all life"
"000000343","ENSG00000026036","ENSP00000457428","homo_sapiens","all life"
"000000343","ENSG00000258366","ENSP00000353332","homo_sapiens","all life"
"000000343","ENSMUSG00000030400","ENSMUSP00000054380","mus_musculus","all life"
"000000343","ENSMUSG00000034329","ENSMUSP00000043108","mus_musculus","all life"
"000000343","ENSMUSG00000035842","ENSMUSP00000130440","mus_musculus","all life"
"000000343","ENSMUSG00000038685","ENSMUSP00000053120","mus_musculus","all life"
"000000343","FBgn0026876","FBpp0070235","drosophila_melanogaster","all life"
"000000343","FBgn0029798","FBpp0304672","drosophila_melanogaster","all life"
"000000343","FBgn0261850","FBpp0071503","drosophila_melanogaster","all life"
"000000343","SPAC1D4.12","SPAC1D4.12.1:pep","schizosaccharomyces_pombe","all life"
"000000343","SPAC3G6.11","SPAC3G6.11.1:pep","schizosaccharomyces_pombe","all life"
"000000343","WBGene00001049","F33H2.1.1","caenorhabditis_elegans","all life"
"000000343","WBGene00009124","F25H2.13.2","caenorhabditis_elegans","all life"
"000000343","WBGene00010839","M03C11.2.1","caenorhabditis_elegans","all life"
"000000343","WBGene00021752","Y50D7A.2.1","caenorhabditis_elegans","all life"
"000000343","YER171W","YER171W","saccharomyces_cerevisiae","all life"
"000000343","YPL008W","YPL008W","saccharomyces_cerevisiae","all life"
